DATE,FFR,BOK,TB3Y,TB10Y,CD,USD,A_SP,A_CP,A_AUM,A_VOL,A_NAV,B_SP,B_CP,B_AUM,B_VOL,B_NAV,C_SP,C_CP,C_AUM,C_VOL,C_NAV,D_SP,D_CP,D_AUM,D_VOL,D_NAV,E_SP,E_CP,E_AUM,E_VOL,E_NAV,F_SP,F_CP,F_AUM,F_VOL,F_NAV,G_SP,G_CP,G_AUM,G_VOL,G_NAV
2019-06-27,2.500,1.750,1.490,1.622,1.780,"1,158.20","100,940","100,945","1,329,143","53,387",100929.71,"56,575","56,575","88,257","8,227",56583.36,"99,520","99,510","72,841",10,99513.44,"125,700","125,745","62,873","19,875",125618.43,"46,085","46,095","5,992",106,46123.86,"27,635","27,890","6,029,818","8,137,972",27916.95,"6,890","6,830","466,489","10,208,934",6826.33
2019-06-26,2.500,1.750,1.485,1.602,1.780,"1,154.70","100,940","100,930","1,380,016","23,076",100927.65,"56,635","56,570","88,249","3,912",56599.35,"99,485","99,505","72,838",28,99463.59,"125,990","125,735","61,610","12,875",125820.1,"46,015","46,065","5,988",24,46027,"27,490","27,555","5,956,013","9,377,268",27609.51,"6,930","6,910","470,571","9,401,851",6912.41
2019-06-25,2.500,1.750,1.482,1.597,1.790,"1,157.90","100,940","100,940","1,393,477","20,117",100927.52,"56,660","56,665","88,397","2,363",56606.37,"99,285","99,430","72,783",8,99450.63,"126,135","125,990","61,735","7,514",125863.29,"45,875","45,970","5,976",6,46019.9,"27,540","27,525","6,089,906","6,611,774",27584.3,"6,920","6,920","470,560","7,409,580",6929.74
2019-06-24,2.500,1.750,1.443,1.565,1.790,"1,162.00","100,935","100,940","1,393,679","32,691",100930.15,"56,675","56,675","88,413","1,251",56668.95,"99,335","99,290","72,680",8,99292.86,"126,130","126,280","61,877","2,906",126191.94,"45,980","45,880","5,964",6,45894.6,"27,545","27,565","5,982,983","4,210,396",27615.28,"6,905","6,905","470,921","9,673,897",6913.9
2019-06-21,2.500,1.750,1.444,1.570,1.800,"1,167.70","100,930","100,930","1,393,742","31,904",100927.71,"56,665","56,675","88,413","2,400",56668.32,"99,240","99,275","72,669",8,99288.4,"126,305","126,215","56,797","3,277",126135.05,"45,870","45,910","5,968",6,45916.8,"27,610","27,520","5,881,024","4,705,660",27605.49,"6,890","6,920","473,328","6,547,220",6914.5
2019-06-20,2.500,1.750,1.422,1.550,1.800,"1,177.00","100,920","100,925","1,393,068","24,893",100920.39,"56,595","56,685","88,429","21,360",56695.49,"99,290","99,210","72,622","1,008",99212.19,"125,910","126,345","56,855","34,290",126325.95,"45,930","45,800","5,954",12,45832.7,"27,510","27,595","5,970,178","5,980,640",27657.97,"6,920","6,895","468,171","7,044,665",6903.66
2019-06-19,2.500,1.750,1.477,1.595,1.800,"1,185.00","100,905","100,910","1,392,962","21,424",100906.38,"56,580","56,595","88,288","3,726",56610.64,"99,350","99,400","72,761",25,99369.9,"125,645","125,835","56,626","13,870",125859.6,"46,010","46,035","5,985",23,46016.07,"27,465","27,500","5,924,875","4,524,868",27587.76,"6,940","6,920","466,408","9,659,697",6933.86
2019-06-18,2.500,1.750,1.500,1.617,1.800,"1,186.30","100,905","100,905","1,406,918","26,566",100901.92,"56,590","56,585","88,273","2,253",56570.23,"99,400","99,435","72,786",10,99437.69,"125,640","125,645","55,284","16,482",125619.82,"46,080","46,060","5,988",6,46098.69,"27,005","27,160","5,745,698","4,189,376",27192.79,"7,055","7,010","471,072","10,547,083",7016.84
2019-06-17,2.500,1.750,1.491,1.622,1.800,"1,184.00","100,900","100,900","1,424,708","36,922",100897.92,"56,620","56,590","88,280","2,505",56578.12,"99,395","99,395","72,757",8,99415.73,"125,810","125,645","55,284","3,028",125567.67,"46,080","46,115","5,995",6,46105.07,"26,985","27,025","5,757,676","2,996,678",27066.6,"7,060","7,045","478,356","8,430,003",7053.03
2019-06-14,2.500,1.750,1.467,1.587,1.810,"1,184.70","100,890","100,895","1,424,335","195,296",100894.72,"56,575","56,620","88,327","2,250",56617.39,"99,345","99,345","72,721",8,99338.82,"125,535","125,810","54,098","12,828",125876.98,"46,030","45,990","5,979",17,45983.3,"27,015","27,010","5,754,481","5,280,405",27105.88,"7,045","7,045","478,356","10,169,168",7060.55
2019-06-13,2.500,1.750,1.490,1.627,1.810,"1,181.70","100,885","100,880","1,425,031","13,441",100878.49,"56,605","56,590","88,280","3,484",56565.42,"99,340","99,365","72,735",8,99390.21,"125,530","125,705","46,511","7,023",125479.68,"46,040","46,050","5,987",6,46108.38,"27,140","27,015","5,755,546","6,197,037",27171.36,"7,000","7,045","475,538","10,515,220",7068.72
2019-06-12,2.500,1.750,1.472,1.602,1.810,"1,181.70","100,850","100,855","1,414,693","20,214",100870.89,"56,475","56,550","88,218","3,324",56594.28,"99,415","99,305","72,691",32,99320.1,"125,055","125,685","46,503","36,082",125731.95,"46,195","45,980","5,977",37,46000.35,"27,330","27,240","5,943,768","2,282,361",27333.18,"6,975","6,995","463,069","8,882,731",6997.76
2019-06-11,2.500,1.750,1.532,1.672,1.820,"1,184.00","100,850","100,850","1,409,681","26,246",100845.34,"56,490","56,465","88,085","3,580",56489.14,"99,455","99,500","72,834",8,99477.66,"125,090","124,950","46,232","3,829",125013.33,"46,205","46,290","6,018",6,46268.08,"27,130","27,335","6,056,069","1,706,928",27381.04,"7,010","6,965","468,745","8,006,696",6970.67
2019-06-10,2.500,1.750,1.530,1.662,1.820,"1,179.50","100,840","100,845","1,407,695","125,735",100840.49,"56,515","56,505","88,148","7,608",56492.2,"99,450","99,460","72,805",8,99454.79,"125,410","125,220","46,331","4,118",125109.83,"46,180","46,185","6,004",6,46211.63,"26,930","27,180","6,175,296","4,268,408",27269.4,"7,050","7,000","478,100","9,315,742",7009.76
2019-06-07,2.500,1.750,1.530,1.655,1.820,"1,179.80","100,835","100,835","1,306,922","96,762",100831.78,"56,505","56,515","88,163","1,692",56505.57,"99,475","99,410","112,632",10,99414.41,"125,275","125,410","46,402","5,088",125357.69,"46,135","46,075","5,990",6,46118.68,"26,780","26,790","6,035,787","3,812,529",26885.52,"7,110","7,110","491,301","11,860,579",7119.38
2019-06-05,2.500,1.750,1.540,1.650,1.820,"1,181.50","100,830","100,830","1,302,824","222,909",100818.95,"56,455","56,500","88,140","2,092",56493.76,"99,520","99,420","112,643",9,99400.62,"125,095","125,460","46,420","7,356",125394.11,"46,285","46,110","5,994",6,46082.67,"27,000","26,780","6,220,994","5,149,198",26858.4,"7,055","7,110","469,260","8,420,046",7110.29
2019-06-04,2.500,1.750,1.570,1.685,1.820,"1,183.00","100,815","100,810","1,302,062","192,976",100806.67,"56,430","56,455","88,070","2,312",56440.44,"99,445","99,480","112,711",8,99492.2,"124,995","125,095","46,285","5,771",125030.65,"46,205","46,240","6,011",14,46224.5,"26,780","26,750","6,136,450","6,590,143",26825.17,"7,120","7,120","472,768","9,430,508",7132.76
2019-06-03,2.500,1.750,1.570,1.685,1.820,"1,191.20","100,805","100,805","1,302,098","365,862",100801.55,"56,435","56,410","88,000","15,571",56438.69,"99,500","99,510","112,247",14,99478.58,"125,075","124,995","46,248","4,699",125025.5,"46,210","46,265","6,014",6,46221.4,"26,320","26,800","6,097,000","4,429,349",26875.99,"7,250","7,105","466,799","16,295,285",7106.62
2019-05-31,2.500,1.750,1.570,1.669,1.840,"1,190.00","100,780","100,785","1,251,548","30,106",100796.76,"56,350","56,410","88,000","1,541",56436.22,"99,575","99,510","121,999","6,014",99473.71,"124,500","125,075","46,278","14,476",125172.14,"46,360","46,220","6,009",17,46168.21,"26,360","26,365","5,864,894","8,648,499",26449.08,"7,240","7,235","481,851","11,261,761",7230.63
2019-05-30,2.500,1.750,1.630,1.741,1.840,"1,193.10","100,775","100,780","1,201,398","25,117",100767.25,"56,320","56,340","87,890","7,688",56338.33,"99,650","99,640","132,123",8,99626.51,"124,430","124,500","46,065","5,855",124433.73,"46,490","46,465","6,040",6,46423.25,"26,230","26,410","5,819,444","5,799,380",26453.24,"7,270","7,215","484,848","9,395,948",7208.55
2019-05-29,2.500,1.750,1.615,1.735,1.840,"1,187.60","100,760","100,765","1,150,031","30,718",100762.55,"56,315","56,340","87,890",948,56356.42,"99,670","99,620","132,096","97,808",99594.72,"124,005","124,430","46,039","24,920",124490.3,"46,555","46,450","6,039",11,46412.63,"26,445","26,170","5,775,719","5,625,674",26197.27,"7,215","7,280","497,952","12,448,907",7296.27
2019-05-28,2.500,1.750,1.647,1.787,1.840,"1,184.10","100,760","100,760","1,149,672","29,385",100754.19,"56,310","56,295","87,820","3,908",56296.09,"99,680","99,720","132,229",34,99689.88,"123,855","123,900","45,843","2,848",123965.92,"46,595","46,630","6,062",30,46596.44,"26,480","26,530","5,833,947","4,754,081",26532.05,"7,200","7,180","498,292","8,296,274",7192.84
2019-05-27,2.500,1.750,1.647,1.795,1.840,"1,189.60","100,755","100,750","1,148,752","34,833",100750.17,"56,305","56,295","87,820","3,504",56288.8,"99,700","99,720","142,101",8,99694.37,"124,000","123,850","45,825","3,311",123890.51,"46,635","46,650","6,065",6,46619.97,"26,440","26,490","5,838,396","3,887,861",26501.03,"7,205","7,190","492,515","13,165,305",7203.54
2019-05-24,2.500,1.750,1.642,1.795,1.840,"1,191.20","100,745","100,750","1,150,464","33,125",100745.46,"56,325","56,305","87,836","4,176",56293.19,"99,625","99,670","72,261",8,99680.81,"123,870","123,995","45,878","17,865",123884.96,"46,580","46,590","6,057",6,46618.46,"26,560","26,470","5,855,164","4,826,996",26503.58,"7,170","7,190","493,234","12,545,622",7192.18
2019-05-23,2.500,1.750,1.642,1.800,1.840,"1,194.60","100,740","100,740","1,149,746","32,315",100732.51,"56,260","56,285","87,805","9,223",56287.58,"99,705","99,695","72,279","98,916",99658.68,"123,710","123,770","45,795","6,136",123818.85,"46,705","46,675","6,068",7,46631.21,"26,700","26,665","5,892,965","4,373,607",26699.67,"7,135","7,145","499,436","15,839,619",7158.42
2019-05-22,2.500,1.750,1.661,1.825,1.840,"1,193.30","100,725","100,730","1,150,639","50,951",100725.6,"56,260","56,250","87,750",548,56251.1,"99,755","99,745","72,315",10,99722.55,"123,550","123,515","45,701","71,525",123563.8,"46,780","46,750","6,078",6,46728.51,"26,710","26,700","5,899,365","5,413,542",26726.95,"7,130","7,130","488,405","18,927,367",7130.88
2019-05-21,2.500,1.750,1.663,1.835,1.840,"1,192.90","100,720","100,725","1,140,509","34,925",100721.2,"56,210","56,245","87,742","3,499",56243.14,"99,785","99,735","72,308",21,99736.72,"123,520","123,535","45,708","1,440",123462.4,"46,830","46,750","6,078",6,46751.77,"26,510","26,640","5,910,084","8,480,753",26674.52,"7,180","7,145","494,434","17,877,552",7145.53
2019-05-20,2.500,1.750,1.677,1.847,1.840,"1,192.70","100,720","100,720","1,141,460","17,768",100716.72,"56,245","56,220","87,703","6,454",56219.53,"99,740","99,775","72,337",11,99768.8,"123,600","123,345","45,638","18,364",123325.41,"46,755","46,780","6,081",7,46806.78,"26,530","26,510","5,992,586","4,094,300",26557.63,"7,155","7,180","511,934","13,362,782",7181.63
2019-05-17,2.500,1.750,1.668,1.825,1.840,"1,189.80","100,715","100,710","1,141,145","20,819",100712.42,"56,190","56,245","87,742","4,968",56237.77,"99,760","99,725","72,301","97,265",99728.19,"123,745","123,610","45,736","2,225",123523.26,"46,760","46,710","6,072",6,46719.86,"26,740","26,440","5,964,864","5,768,782",26497.38,"7,105","7,200","518,400","7,897,656",7195.53
2019-05-16,2.500,1.750,1.670,1.821,1.840,"1,189.40","100,700","100,700","1,141,132","23,291",100698.12,"56,190","56,200","87,672","6,953",56225.49,"99,800","99,720","72,297","94,508",99714.74,"123,185","123,565","45,719","13,585",123545.39,"46,760","46,700","6,071",6,46698.76,"26,955","26,615","6,018,982","11,600,662",26661.61,"7,060","7,145","515,155","10,569,688",7153.15
2019-05-15,2.500,1.750,1.705,1.860,1.840,"1,187.00","100,685","100,690","1,140,516","23,032",100688.52,"56,160","56,165","87,617","1,549",56163.2,"99,845","99,845","72,687","95,570",99828.64,"123,275","123,185","45,578","3,797",123152.48,"46,825","46,840","6,089",7,46846.42,"26,960","26,995","6,076,575","7,750,119",27027.27,"7,085","7,050","512,535","8,794,668",7051.83
2019-05-14,2.500,1.750,1.707,1.867,1.840,"1,183.10","100,685","100,685","1,143,782","26,680",100682.97,"56,150","56,160","87,610","12,032",56152.68,"99,775","99,850","72,691",8,99833.29,"123,225","123,095","45,545","2,880",123075.67,"46,790","46,860","6,092",7,46876.65,"26,625","26,870","6,024,254","12,781,784",26919,"7,150","7,080","522,504","13,273,632",7092.11
2019-05-13,2.500,1.750,1.720,1.877,1.840,"1,178.10","100,675","100,675","1,114,372","25,422",100674.57,"56,120","56,150","87,594","16,394",56132.82,"99,845","99,870","72,705","99,763",99865.57,"123,030","123,045","50,448","5,727",122971.08,"46,825","46,875","6,094",7,46911.31,"27,030","26,920","6,209,098","6,223,755",26935.23,"7,055","7,070","535,199","9,882,961",7081.2
2019-05-10,2.500,1.750,1.720,1.875,1.840,"1,175.80","100,670","100,675","1,114,372","129,635",100669.13,"56,130","56,150","87,594","6,277",56129.48,"99,850","99,860","72,698",8,99870.1,"123,100","123,095","49,238","8,805",122991.16,"46,900","46,890","6,096",6,46901.23,"27,320","27,240","6,292,440","9,996,751",27268.97,"6,980","6,985","526,669","17,210,025",7005.96
2019-05-09,2.500,1.750,1.705,1.857,1.840,"1,169.90","100,660","100,660","1,122,460","346,423",100654.23,"56,130","56,160","87,610","4,508",56148.69,"99,845","99,825","72,673","32,256",99811.71,"122,965","123,150","50,492","71,051",123144.9,"46,915","46,870","6,093",6,46835.28,"27,890","27,190","6,380,134","9,782,530",27164.43,"6,820","6,995","535,118","13,682,867",6999.03
2019-05-08,2.500,1.750,1.717,1.880,1.840,"1,169.80","100,650","100,650","1,122,348","306,809",100646.64,"56,120","56,140","87,578","1,257",56124.6,"99,810","99,830","72,676","34,808",99852.6,"123,020","122,970","50,418","56,368",122929.94,"46,880","46,915","6,099",8,46921.49,"27,775","28,010","6,390,482","4,741,858",28079.75,"6,850","6,790","530,978","10,341,656",6806.37
2019-05-07,2.500,1.750,1.720,1.885,1.840,"1,169.40","100,645","100,640","1,123,042","306,395",100640.67,"56,100","56,130","87,563","5,266",56118.78,"99,790","99,845","72,687","33,608",99848.36,"122,495","122,920","50,397","75,184",122882.28,"46,855","46,890","6,096",6,46932.57,"28,115","28,140","6,591,795","6,031,804",28195.86,"6,765","6,765","525,641","6,800,016",6766.91
2019-05-03,2.500,1.750,1.735,1.902,1.840,"1,163.90","100,635","100,635","1,122,885","15,709",100633.33,"56,070","56,110","94,265","2,380",56093.15,"99,820","99,880","72,713",32,99889.88,"122,925","122,780","50,340","5,181",122683.67,"46,905","46,960","6,105",31,47006.19,"28,600","28,365","6,641,665","4,037,490",28431.61,"6,660","6,705","529,695","5,898,012",6715.58
2019-05-02,2.500,1.750,1.732,1.890,1.840,"1,163.80","100,630","100,635","1,116,344","46,962",100615.23,"56,120","56,120","94,282","91,740",56093.77,"99,795","99,830","72,676",8,99846.14,"123,295","122,925","50,399","3,747",122807.69,"46,835","46,910","6,098",6,46939.84,"28,390","28,620","6,698,511","3,140,273",28678.26,"6,705","6,645","512,330","11,430,917",6648.54
2019-04-30,2.500,1.750,1.695,1.845,1.840,"1,158.20","100,610","100,610","1,116,369","39,453",100612.54,"56,115","56,155","94,340","85,103",56151.99,"99,795","99,725","122,462",6,99704.48,"123,010","123,295","50,551","13,927",123251.27,"46,880","46,780","6,081",7,46747.63,"28,675","28,495","6,669,255","11,613,149",28557.7,"6,640","6,670","519,593","9,777,430",6682.05
2019-04-29,2.500,1.750,1.715,1.866,1.840,"1,159.70","100,605","100,605","1,115,810","26,292",100598.09,"56,105","56,135","94,307","2,558",56116.38,"99,775","99,765","132,588",8,99768.72,"122,975","123,105","50,473","6,581",123043.44,"46,875","46,840","6,089",6,46839.85,"28,220","28,675","6,711,384","3,895,679",28746.23,"6,745","6,630","524,433","8,715,495",6630.25
2019-04-26,2.500,1.750,1.720,1.875,1.840,"1,158.70","100,595","100,590","1,115,744","34,365",100591.38,"56,100","56,105","94,256","1,188",56102.2,"99,800","99,780","132,608","200,051",99783.16,"123,160","122,975","50,420","1,801",122946.91,"46,870","46,885","6,095",6,46876.82,"28,610","28,575","6,895,148","2,998,903",28199.85,"6,765","6,760","546,884","9,068,051",6771.15
2019-04-25,2.500,1.750,1.725,1.877,1.850,"1,146.90","100,585","100,590","1,116,147","37,204",100577.83,"56,060","56,095","94,240","1,559",56084.78,"99,740","99,795","132,628","100,108",99797.94,"122,595","123,040","49,216","103,046",122910.8,"46,785","46,880","6,094",6,46876.58,"28,755","28,745","6,941,918","2,042,104",28814.97,"6,720","6,720","537,600","7,345,991",6734.97
2019-04-24,2.500,1.750,1.747,1.912,1.850,"1,141.10","100,575","100,575","1,116,181","37,324",100571.04,"56,005","56,055","94,172","2,634",56041.33,"99,880","99,860","132,714",20,99866.05,"122,495","122,565","49,026","81,936",122559.04,"47,020","46,980","6,107",18,47004.51,"29,220","28,790","6,991,652","6,881,915",28901.66,"6,610","6,715","539,215","10,803,729",6711.47
2019-04-23,2.500,1.750,1.765,1.922,1.850,"1,140.80","100,570","100,570","1,117,031","38,314",100566.76,"55,990","56,010","94,097",851,56016.32,"99,930","99,920","132,794",8,99907.15,"122,520","122,485","50,219","81,502",122453.51,"47,070","47,065","6,118",8,47042.83,"29,050","29,105","7,200,577","9,322,393",29179.1,"6,650","6,635","533,454","8,608,628",6647.14
2019-04-22,2.500,1.750,1.772,1.935,1.850,"1,137.10","100,570","100,565","1,117,076","48,061",100562.09,"56,040","55,995","94,072","6,502",56002.77,"99,890","99,915","132,787",8,99930.33,"122,610","122,340","50,159","62,760",122319.63,"47,000","47,100","6,123",6,47087.45,"29,060","29,055","7,236,148","4,210,414",29118.04,"6,645","6,650","541,975","8,786,138",6658.49
2019-04-19,2.500,1.750,1.760,1.910,1.860,"1,136.20","100,560","100,560","1,117,121","34,637",100559.15,"56,055","56,050","94,164","2,655",56020.99,"99,815","99,840","132,687",8,99871.38,"122,790","122,700","49,080","83,712",122564.36,"46,925","46,950","6,104",6,46980.22,"29,155","29,050","7,272,668","4,435,188",29119.79,"6,620","6,645","549,542","5,840,426",6657.59
2019-04-18,2.500,1.750,1.742,1.892,1.860,"1,136.10","100,550","100,555","1,116,965","30,978",100546.38,"55,985","56,055","94,172","11,137",56045.75,"99,880","99,790","132,621",38,99795.77,"122,260","122,760","49,104","217,360",122725.6,"47,085","46,845","6,090",37,46904.78,"29,540","29,045","7,165,402","6,103,943",29112.44,"6,540","6,650","537,985","11,290,729",6658.41
2019-04-17,2.500,1.750,1.770,1.942,1.860,"1,135.70","100,540","100,545","1,109,916","34,038",100537.32,"56,020","55,985","94,055","3,365",55991.97,"99,870","99,915","132,787","57,732",99891.97,"122,300","122,180","48,872","56,387",122222.9,"47,090","47,155","6,130",7,47108.64,"29,550","29,515","7,279,875","14,532,039",29565.16,"6,545","6,545","522,291","8,783,455",6544.96
2019-04-16,2.500,1.750,1.762,1.932,1.860,"1,133.90","100,540","100,530","1,108,645","6,900",100533.65,"56,010","56,020","94,114","2,094",56005.18,"99,840","99,855","132,707","93,507",99860.07,"122,410","122,380","47,728","72,232",122317.69,"47,050","47,060","6,118",9,47061.82,"29,375","29,535","7,304,006","4,489,986",29594.5,"6,575","6,545","518,364","9,418,587",6542.54
2019-04-15,2.500,1.750,1.760,1.925,1.860,"1,140.50","100,530","100,535","1,108,398","81,458",100529.2,"56,040","56,020","94,114","3,275",56005.34,"99,825","99,845","132,694","95,708",99837.64,"122,815","122,455","47,757","63,003",122383.99,"47,035","47,040","6,115",6,47034.52,"29,390","29,420","7,310,870","8,161,032",29470.85,"6,565","6,565","521,918","9,493,600",6563.17
